"film_id","title","rental_duration","rating","regular_revenue","late_revenue","total_revenue","rental_volume"
542,"LUST LOCK",3,"G","37.88","36.94","74.82","15"
428,"HOMICIDE PEACH",6,"PG-13","50.83","23.95","74.78","22"
437,"HOUSE DYNAMITE",7,"R","56.81","17.96","74.77","23"
245,"DOUBLE WRATH",4,"R","10.89","63.86","74.75","25"
888,"THIN SAGEBRUSH",5,"PG-13","29.94","43.95","73.89","11"
145,"CHISUM BEHAVIOR",5,"G","44.91","28.96","73.87","13"
648,"OUTLAW HANKY",7,"PG-13","54.89","18.97","73.86","14"
991,"WORST BANGER",4,"PG","26.91","46.93","73.84","16"
999,"ZOOLANDER FICTION",5,"R","26.91","46.92","73.83","17"
724,"REMEMBER DIARY",5,"R","26.91","46.91","73.82","18"
302,"FANTASIA PARK",5,"G","32.89","40.92","73.81","19"
462,"INSIDER ARIZONA",5,"NC-17","44.85","28.95","73.80","20"
242,"DOOM DANCING",4,"R","5.94","67.85","73.79","21"
800,"SINNERS ATLANTIS",7,"PG-13","53.82","19.96","73.78","22"
545,"MADNESS ATTACKS",4,"PG-13","5.94","67.81","73.75","25"
126,"CASUALTIES ENCINO",3,"G","14.97","57.94","72.91","9"
994,"WYOMING STORM",6,"PG-13","39.92","32.95","72.87","13"
661,"PAST SUICIDES",5,"PG-13","49.90","22.97","72.87","13"
347,"GAMES BOWFINGER",7,"PG-13","64.87","7.99","72.86","14"
275,"EGYPT TENENBAUMS",3,"PG","3.96","68.87","72.83","17"
693,"POTTER CONNECTICUT",5,"PG","20.93","51.90","72.83","17"
463,"INSTINCT AIRPORT",4,"PG","35.88","36.94","72.82","18"
619,"NEIGHBORS CHARADE",3,"R","3.96","68.85","72.81","19"
514,"LEBOWSKI SOLDIERS",6,"PG-13","44.85","27.94","72.79","21"
816,"SNOWMAN ROLLERCOASTER",3,"G","7.92","64.85","72.77","23"
417,"HILLS NEIGHBORS",5,"G","8.91","63.84","72.75","25"
120,"CARIBBEAN LIBERTY",3,"NC-17","14.97","56.94","71.91","9"
9,"ALABAMA DEVIL",3,"PG-13","8.97","62.91","71.88","12"
99,"BRINGING HYSTERICAL",7,"PG","38.87","32.93","71.80","20"
138,"CHARIOTS CONSPIRACY",5,"R","53.82","17.97","71.79","21"
870,"SWARM GOLD",4,"PG-13","12.87","58.86","71.73","27"
881,"TEMPLE ATTRACTION",5,"PG","39.92","30.96","70.88","12"
765,"SATURN NAME",7,"R","44.91","25.96","70.87","13"
929,"USUAL UNTOUCHABLES",5,"PG-13","54.89","15.98","70.87","13"
487,"JINGLE SAGEBRUSH",6,"PG-13","44.91","25.96","70.87","13"
916,"TURN STAR",3,"G","17.94","52.92","70.86","14"
231,"DINOSAUR SECRETARY",7,"R","35.88","34.92","70.80","20"
22,"AMISTAD MIDSUMMER",6,"G","47.84","22.95","70.79","21"
748,"RUGRATS SHAKESPEARE",4,"PG-13","12.87","57.83","70.70","30"
301,"FAMILY SWEET",4,"R","17.84","52.86","70.70","29"
214,"DAUGHTER MADIGAN",3,"PG-13","9.98","59.93","69.91","9"
599,"MOTHER OLEANDER",3,"R","2.97","66.89","69.86","14"
42,"ARTIST COLDBLOODED",5,"NC-17","23.92","45.92","69.84","16"
254,"DRIVER ANNIE",4,"PG-13","35.88","33.94","69.82","18"
689,"POLLOCK DELIVERANCE",5,"PG","36.87","32.94","69.81","18"
323,"FLIGHT LIES",7,"R","29.94","38.94","68.88","12"
389,"GUNFIGHTER MUSSOLINI",3,"PG-13","11.96","56.92","68.88","12"
626,"NOON PAPI",5,"G","32.89","35.94","68.83","17"
429,"HONEY TIES",3,"R","5.94","62.87","68.81","19"
142,"CHICKEN HELLFIGHTERS",3,"PG","7.92","60.86","68.78","22"
228,"DETECTIVE VISION",4,"PG-13","11.88","56.85","68.73","27"
20,"AMELIE HELLFIGHTERS",4,"R","19.96","47.94","67.90","10"
72,"BILL OTHERS",6,"PG","38.87","28.94","67.81","19"
235,"DIVIDE MONSTER",6,"PG-13","53.82","13.97","67.79","21"
292,"EXCITEMENT EVE",3,"G","7.92","59.87","67.79","21"
641,"ORANGE GRAPES",4,"PG-13","8.91","58.85","67.76","24"
499,"KING EVOLUTION",3,"NC-17","19.96","46.95","66.91","9"
918,"TWISTED PIRATES",4,"PG","24.95","41.94","66.89","11"
207,"DANGEROUS UPTOWN",7,"PG","39.92","26.96","66.88","12"
639,"OPPOSITE NECKLACE",7,"PG","54.89","11.98","66.87","13"
56,"BAREFOOT MANCHURIAN",6,"G","35.88","30.94","66.82","18"
986,"WONKA SEA",6,"NC-17","38.87","27.95","66.82","18"
640,"OPUS ICE",5,"R","29.94","35.95","65.89","11"
627,"NORTH TEQUILA",4,"NC-17","39.92","25.97","65.89","11"
567,"MEET CHOCOLATE",3,"G","8.97","56.91","65.88","12"
133,"CHAMBER ITALIAN",7,"NC-17","39.92","25.96","65.88","13"
957,"WAR NOTTING",7,"G","39.92","25.96","65.88","12"
536,"LOVELY JINGLE",3,"PG","20.93","44.93","65.86","14"
158,"CLONES PINOCCHIO",6,"R","41.86","23.95","65.81","19"
312,"FIDDLER LOST",4,"R","19.96","44.94","64.90","10"
533,"LOST BIRD",4,"PG-13","5.98","58.90","64.88","12"
236,"DIVINE RESURRECTION",4,"R","26.91","37.94","64.85","15"
557,"MANCHURIAN CURTAIN",5,"PG","26.91","37.94","64.85","15"
615,"NASH CHOCOLAT",6,"PG-13","20.93","43.92","64.85","15"
58,"BEACH HEARTBREAKERS",6,"G","32.89","31.94","64.83","17"
690,"POND SEATTLE",7,"PG-13","41.86","22.95","64.81","19"
358,"GILMORE BOILED",5,"R","14.85","49.87","64.72","28"
75,"BIRD INDEPENDENCE",6,"G","39.92","23.97","63.89","11"
633,"OCTOBER SUBMARINE",6,"PG-13","34.93","28.96","63.89","11"
478,"JAWS HARRY",4,"G","11.96","51.90","63.86","14"
561,"MASK PEACH",6,"NC-17","32.89","30.94","63.83","17"
90,"BOULEVARD MOB",3,"R","4.95","58.87","63.82","18"
344,"FURY MURDER",3,"PG-13","6.93","56.88","63.81","19"
525,"LOATHING LEGALLY",4,"R","10.89","52.84","63.73","27"
395,"HANDICAP BOONDOCK",4,"R","13.86","49.86","63.72","28"
537,"LOVER TRUMAN",3,"G","5.98","56.92","62.90","10"
716,"REAP UNFAITHFUL",6,"PG-13","29.90","32.94","62.84","16"
351,"GASLIGHT CRUSADE",4,"PG","35.88","26.96","62.84","16"
474,"JADE BUNCH",6,"NC-17","41.86","20.96","62.82","18"
17,"ALONE TRIP",3,"R","3.96","58.86","62.82","18"
269,"EARRING INSTINCT",3,"R","6.93","55.88","62.81","19"
150,"CIDER DESIRE",7,"PG","41.86","20.95","62.81","19"
993,"WRONG BEHAVIOR",6,"PG-13","50.83","11.97","62.80","20"
650,"PACIFIC AMISTAD",3,"G","11.88","50.88","62.76","24"
266,"DYNAMITE TARZAN",4,"PG-13","12.87","49.88","62.75","25"
587,"MOD SECRETARY",6,"NC-17","34.93","26.96","61.89","11"
842,"STATE WASTELAND",4,"NC-17","11.96","49.92","61.88","13"
496,"KICK SAVANNAH",3,"PG-13","7.92","53.88","61.80","20"
659,"PARK CITIZEN",3,"PG-13","9.98","50.94","60.92","8"
824,"SPARTACUS CHEAPER",4,"NC-17","14.97","45.94","60.91","9"
152,"CIRCUS YOUTH",5,"PG-13","26.91","33.94","60.85","15"
927,"UPRISING UPTOWN",6,"NC-17","26.91","33.93","60.84","16"
317,"FIREBALL PHILADELPHIA",4,"PG","5.94","54.85","60.79","21"
23,"ANACONDA CONFESSIONS",3,"R","6.93","53.86","60.79","21"
651,"PACKER MADIGAN",3,"PG-13","8.91","51.87","60.78","22"
890,"TIGHTS DAWN",5,"R","10.89","49.85","60.74","26"
543,"MADIGAN DORADO",5,"R","29.94","29.96","59.90","10"
564,"MASSAGE IMAGE",4,"PG","14.95","44.93","59.88","12"
88,"BORN SPINAL",7,"PG","59.88","0","59.88","12"
977,"WINDOW SIDE",3,"R","11.96","47.92","59.88","12"
449,"IDENTITY LOVER",4,"PG-13","20.93","38.94","59.87","13"
620,"NEMO CAMPUS",5,"NC-17","23.92","35.94","59.86","14"
647,"OUTFIELD MASSACRE",4,"NC-17","7.92","51.88","59.80","20"
314,"FIGHT JAWBREAKER",3,"R","9.90","49.88","59.78","22"
26,"ANNIE IDENTITY",3,"G","9.90","49.88","59.78","22"
586,"MOCKINGBIRD HOLLYWOOD",4,"PG","13.86","45.90","59.76","24"
811,"SMILE EARRING",4,"G","8.97","49.93","58.90","10"
905,"TRAINSPOTTING STRANGERS",7,"PG-13","44.91","13.98","58.89","11"
932,"VALLEY PACKER",3,"G","4.95","53.90","58.85","15"
606,"MUMMY CREATURES",3,"NC-17","4.95","53.89","58.84","16"
975,"WILLOW TRACY",6,"R","35.88","22.96","58.84","16"
410,"HEAVEN FREEDOM",7,"PG","41.86","16.96","58.82","18"
311,"FICTION CHRISTMAS",4,"PG","4.95","53.86","58.81","19"
204,"DALMATIONS SWEDEN",4,"PG","7.92","50.88","58.80","20"
494,"KARATE MOON",4,"PG-13","9.90","48.87","58.77","23"
390,"GUYS FALCON",4,"R","24.95","32.96","57.91","9"
246,"DOUBTFIRE LABYRINTH",5,"R","34.93","22.97","57.90","10"
508,"LAMBS CINCINATTI",6,"PG-13","29.94","27.96","57.90","10"
796,"SIERRA DIVIDE",3,"NC-17","2.97","54.88","57.85","15"
679,"PILOT HOOSIERS",6,"PG","29.90","27.94","57.84","16"
672,"PERFECT GROOVE",7,"PG-13","35.88","21.95","57.83","17"
709,"RACER EGG",7,"NC-17","41.86","15.96","57.82","18"
286,"ENOUGH RAGING",7,"NC-17","44.85","12.97","57.82","18"
345,"GABLES METROPOLIS",3,"PG","6.93","50.88","57.81","19"
733,"RIVER OUTLAW",4,"PG-13","6.93","50.88","57.81","20"
851,"STRAIGHT HOURS",3,"R","7.92","49.88","57.80","20"
276,"ELEMENT FREDDY",6,"NC-17","29.94","26.96","56.90","10"
342,"FUGITIVE MAGUIRE",7,"R","49.90","6.99","56.89","11"
92,"BOWFINGER GABLES",7,"NC-17","49.90","6.99","56.89","11"
189,"CREATURES SHAKESPEARE",3,"NC-17","4.95","51.89","56.84","16"
376,"GRAPES FURY",4,"G","15.86","40.91","56.77","22"
984,"WONDERFUL DROP",3,"NC-17","5.98","49.93","55.91","9"
469,"IRON MOON",7,"PG","49.90","5.99","55.89","11"
104,"BUGSY SONG",4,"G","11.96","43.93","55.89","11"
705,"PURPLE MOVIE",4,"R","23.92","31.95","55.87","13"
783,"SHANE DARKNESS",5,"PG","23.92","31.94","55.86","14"
24,"ANALYZE HOOSIERS",6,"R","17.94","37.92","55.86","14"
232,"DIRTY ACE",7,"NC-17","23.92","31.93","55.85","15"
664,"PATRIOT ROMAN",6,"PG","32.89","22.95","55.84","16"
925,"UNITED PILOT",3,"R","4.95","50.88","55.83","17"
380,"GREEK EVERYONE",7,"PG","38.87","16.96","55.83","17"
388,"GUNFIGHT MOON",5,"NC-17","12.87","42.89","55.76","24"
810,"SLUMS DUCK",5,"PG","10.89","44.87","55.76","24"
206,"DANCING FEVER",6,"G","11.88","43.85","55.73","27"
548,"MAGNIFICENT CHITTY",3,"R","5.98","48.94","54.92","8"
591,"MONSOON CAUSE",6,"PG","19.96","34.95","54.91","9"
13,"ALI FOREVER",4,"PG","24.95","29.96","54.91","9"
363,"GO PURPLE",3,"R","7.92","46.88","54.80","20"
338,"FRISCO FORREST",6,"PG","14.97","38.94","53.91","9"
632,"NUTS TIES",5,"NC-17","24.95","28.96","53.91","9"
442,"HUNTING MUSKETEERS",6,"NC-17","32.89","20.96","53.85","15"
770,"SCISSORHANDS SLUMS",5,"G","32.89","20.96","53.85","15"
746,"ROUGE SQUAD",3,"NC-17","5.94","47.88","53.82","18"
728,"REUNION WITCHES",3,"R","9.90","43.90","53.80","20"
807,"SLEUTH ORIENT",4,"NC-17","6.93","46.86","53.79","21"
863,"SUN CONFESSIONS",5,"R","11.88","41.87","53.75","25"
273,"EFFECT GLADIATOR",6,"PG","12.87","40.88","53.75","25"
2,"ACE GOLDFINGER",3,"G","14.97","37.96","52.93","7"
124,"CASPER DRAGONFLY",3,"PG-13","14.97","37.95","52.92","8"
934,"VANILLA DAY",7,"NC-17","24.95","27.96","52.91","9"
721,"REDS POCUS",7,"PG-13","19.96","32.95","52.91","9"
375,"GRAIL FRANKENSTEIN",4,"NC-17","11.96","40.94","52.90","10"
731,"RIGHT CRANES",7,"PG-13","39.92","12.98","52.90","10"
780,"SENSIBILITY REAR",7,"PG","39.92","12.98","52.90","10"
293,"EXORCIST STING",6,"G","17.94","34.93","52.87","13"
16,"ALLEY EVOLUTION",6,"NC-17","29.90","22.96","52.86","14"
793,"SHRUNK DIVINE",6,"R","29.90","22.96","52.86","14"
546,"MADRE GABLES",7,"PG-13","17.94","34.92","52.86","14"
373,"GRADUATE LORD",7,"G","35.88","16.96","52.84","16"
333,"FREAKY POCUS",7,"R","47.84","4.99","52.83","17"
631,"NOVOCAINE FLIGHT",4,"G","8.91","43.90","52.81","19"
147,"CHOCOLAT HARRY",5,"NC-17","7.92","44.88","52.80","20"
406,"HAUNTING PIANIST",5,"R","9.90","42.88","52.78","22"
653,"PANIC CLUB",3,"G","9.98","41.95","51.93","7"
470,"ISHTAR ROCKETEER",4,"R","9.98","41.95","51.93","7"
279,"ELIZABETH SHANE",7,"NC-17","44.91","6.99","51.90","10"
5,"AFRICAN EGG",6,"G","8.97","42.91","51.88","12"
96,"BREAKING HOME",4,"PG-13","20.93","30.94","51.87","13"
592,"MONSTER SPARTACUS",6,"PG","32.89","18.96","51.85","15"
601,"MOULIN WAKE",4,"PG-13","5.94","45.90","51.84","16"
111,"CADDYSHACK JEDI",3,"NC-17","6.93","44.91","51.84","16"
681,"PIRATES ROXANNE",4,"PG","11.90","39.88","51.78","21"
945,"VIRGINIAN PLUTO",5,"R","19.80","31.91","51.71","29"
156,"CLERKS ANGELS",3,"G","4.99","45.94","50.93","7"
988,"WORKER TARZAN",7,"R","32.89","17.96","50.85","15"
458,"INDIAN LOVE",4,"NC-17","5.94","44.90","50.84","16"
526,"LOCK REAR",7,"R","38.87","11.97","50.84","16"
504,"KWAI HOMEWARD",5,"PG-13","10.89","39.88","50.77","23"
91,"BOUND CHEAPER",5,"PG","12.87","37.89","50.76","24"
826,"SPEED SUIT",7,"PG-13","29.94","19.97","49.91","9"
211,"DARLING BREAKING",7,"PG-13","29.94","19.97","49.91","9"
466,"INTOLERABLE INTENTIONS",6,"PG-13","29.94","19.97","49.91","9"
422,"HOLLOW JEOPARDY",7,"NC-17","49.90","0","49.90","10"
692,"POTLUCK MIXED",3,"G","8.97","40.92","49.89","11"
296,"EXPRESS LONELY",5,"R","29.90","19.97","49.87","13"
673,"PERSONAL LADYBUGS",3,"PG-13","4.95","44.91","49.86","14"
900,"TOWN ARK",6,"R","29.90","19.96","49.86","14"
962,"WASTELAND DIVINE",7,"PG","32.89","16.96","49.85","15"
589,"MODERN DORADO",3,"PG","2.97","46.88","49.85","15"
80,"BLANKET BEVERLY",7,"G","32.88","16.96","49.84","16"
436,"HOURS RAGE",4,"NC-17","9.90","39.91","49.81","19"
371,"GOSFORD DONNIE",5,"G","24.95","23.97","48.92","8"
256,"DROP WATERFRONT",6,"R","34.93","13.98","48.91","9"
528,"LOLITA WORLD",4,"NC-17","11.96","36.94","48.90","10"
729,"RIDER CADDYSHACK",5,"PG","11.96","36.93","48.89","11"
209,"DARKNESS WAR",6,"NC-17","23.92","24.95","48.87","13"
201,"CYCLONE FAMILY",7,"PG","29.90","18.96","48.86","15"
394,"HAMLET WISDOM",7,"R","23.92","24.94","48.86","14"
937,"VARSITY TRIP",7,"NC-17","44.85","3.99","48.84","16"
737,"ROCK INSTINCT",4,"G","6.93","41.90","48.83","17"
367,"GOLDMINE TYCOON",6,"R","15.84","32.89","48.73","27"
951,"VOYAGE LEGALLY",6,"PG-13","15.84","32.88","48.72","28"
779,"SENSE GREEK",4,"R","14.97","32.96","47.93","7"
197,"CRUSADE HONEY",4,"R","8.97","38.95","47.92","8"
503,"KRAMER CHOCOLATE",3,"R","8.97","38.94","47.91","9"
505,"LABYRINTH LEAGUE",6,"PG-13","38.87","8.98","47.85","15"
287,"ENTRAPMENT SATISFACTION",5,"R","4.95","42.90","47.85","15"
788,"SHIP WONDERLAND",5,"R","38.87","8.98","47.85","15"
623,"NEWTON LABYRINTH",4,"PG","4.95","42.88","47.83","17"
906,"TRAMP OTHERS",4,"PG","10.89","36.91","47.80","20"
384,"GROSSE WONDERFUL",5,"R","24.95","21.97","46.92","8"
703,"PUNK DIVORCE",6,"PG","24.95","21.97","46.92","8"
30,"ANYTHING SAVANNAH",4,"R","8.97","37.94","46.91","9"
515,"LEGALLY SECRETARY",7,"PG","39.92","6.99","46.91","9"
435,"HOTEL HAPPINESS",6,"PG-13","34.93","11.98","46.91","9"
837,"STAGE WORLD",4,"PG","8.97","37.93","46.90","10"
573,"MICROCOSMOS PARADISE",6,"PG-13","23.92","22.95","46.87","13"
913,"TROOPERS METAL",3,"R","4.95","41.91","46.86","14"
658,"PARIS WEEKEND",7,"PG-13","32.89","13.97","46.86","14"
792,"SHREK LICENSE",7,"PG-13","41.86","4.99","46.85","15"
849,"STORM HAPPINESS",6,"NC-17","18.81","27.90","46.71","29"
47,"BABY HALL",5,"NC-17","24.95","20.97","45.92","8"
565,"MATRIX SNOWMAN",6,"PG-13","39.92","5.99","45.91","9"
685,"PLATOON INSTINCT",6,"PG-13","39.92","5.99","45.91","9"
740,"ROLLERCOASTER BRINGING",5,"PG-13","11.96","33.94","45.90","10"
825,"SPEAKEASY DATE",6,"PG-13","20.93","24.95","45.88","12"
213,"DATE SPEED",4,"R","3.96","41.91","45.87","13"
847,"STOCK GLASS",7,"PG","35.88","9.98","45.86","14"
921,"UNCUT SUICIDES",7,"PG-13","32.89","12.97","45.86","14"
574,"MIDNIGHT WESTWARD",3,"G","6.93","38.90","45.83","17"
39,"ARMAGEDDON LOST",5,"G","10.89","34.90","45.79","21"
303,"FANTASY TROOPERS",6,"PG-13","16.83","28.91","45.74","26"
582,"MIRACLE VIRTUAL",3,"PG-13","8.97","35.94","44.91","9"
522,"LIFE TWISTED",4,"NC-17","11.96","32.94","44.90","10"
750,"RUN PACIFIC",3,"R","1.98","42.92","44.90","10"
660,"PARTY KNOCK",7,"PG","29.90","14.97","44.87","13"
160,"CLUB GRAFFITI",4,"PG-13","9.90","34.90","44.80","19"
982,"WOMEN DORADO",4,"R","13.86","30.92","44.78","23"
12,"ALASKA PHANTOM",6,"PG","14.85","29.89","44.74","26"
719,"RECORDS ZORRO",7,"PG","29.94","13.98","43.92","8"
328,"FOREVER CANDIDATE",7,"NC-17","32.89","10.98","43.87","13"
540,"LUCKY FLYING",7,"PG-13","26.91","16.96","43.87","13"
784,"SHANGHAI TYCOON",7,"PG","38.87","4.99","43.86","14"
360,"GLASS DYING",4,"G","5.94","37.92","43.86","14"
618,"NECKLACE OUTBREAK",3,"PG","4.95","38.90","43.85","15"
552,"MAJESTIC FLOATS",5,"PG","6.93","36.90","43.83","17"
687,"POCUS PULP",6,"NC-17","14.85","28.89","43.74","26"
960,"WARS PLUTO",5,"G","11.96","30.94","42.90","10"
530,"LORD ARIZONA",5,"PG-13","17.94","24.95","42.89","11"
700,"PRIX UNDEFEATED",4,"R","23.92","18.97","42.89","11"
187,"CRANES RESERVOIR",5,"NC-17","17.94","24.95","42.89","11"
756,"SADDLE ANTITRUST",7,"PG-13","38.87","3.99","42.86","14"
744,"ROOTS REMEMBER",4,"PG-13","7.92","34.91","42.83","17"
602,"MOURNING PURPLE",5,"PG","12.87","29.92","42.79","21"
164,"COAST RAINBOW",4,"PG","9.90","32.89","42.79","21"
54,"BANGER PINOCCHIO",5,"R","12.87","29.91","42.78","22"
268,"EARLY HOME",6,"NC-17","19.96","21.97","41.93","7"
411,"HEAVENLY GUN",5,"NC-17","19.96","21.97","41.93","7"
431,"HOOSIERS BIRDCAGE",3,"G","2.99","38.93","41.92","8"
817,"SOLDIERS EVOLUTION",7,"R","34.93","6.99","41.92","8"
306,"FEATHERS METAL",3,"PG-13","2.97","38.92","41.89","11"
577,"MILE MULAN",4,"PG","2.97","38.90","41.87","13"
828,"SPIKING ELEMENT",7,"G","32.89","8.98","41.87","13"
40,"ARMY FLINTSTONES",4,"R","7.92","33.92","41.84","16"
383,"GROOVE FICTION",6,"NC-17","7.92","33.90","41.82","18"
233,"DISCIPLE MOTHER",3,"PG","10.89","30.92","41.81","19"
864,"SUNDANCE INVASION",5,"NC-17","9.90","31.91","41.81","19"
191,"CROOKED FROGMEN",6,"PG-13","14.85","26.92","41.77","23"
161,"CLUE GRAIL",6,"NC-17","19.96","20.97","40.93","7"
695,"PRESIDENT BANG",6,"PG","19.96","20.97","40.93","7"
289,"EVE RESURRECTION",5,"G","19.96","20.97","40.93","7"
876,"TARZAN VIDEOTAPE",3,"PG-13","8.97","31.95","40.92","8"
337,"FRIDA SLIPPER",6,"R","14.95","25.95","40.90","11"
110,"CABIN FLASH",4,"NC-17","3.96","36.89","40.85","15"
833,"SPLENDOR PATTON",5,"R","10.89","29.90","40.79","21"
485,"JERSEY SASSY",6,"PG","14.97","24.97","39.94","6"
884,"TERMINATOR CLUB",5,"R","9.98","29.96","39.94","6"
316,"FIRE WOLVES",5,"R","19.96","19.97","39.93","7"
278,"ELF MURDER",4,"NC-17","24.95","14.98","39.93","7"
848,"STONE FIRE",3,"G","2.97","36.92","39.89","11"
736,"ROBBERY BRIGHT",4,"R","4.95","34.92","39.87","13"
829,"SPINAL ROCKY",7,"PG-13","35.88","3.99","39.87","13"
652,"PAJAMA JAWBREAKER",3,"R","1.98","37.88","39.86","14"
452,"ILLUSION AMELIE",4,"R","7.92","31.93","39.85","15"
896,"TOOTSIE PILOT",3,"PG","6.93","32.92","39.85","15"
488,"JOON NORTHWEST",3,"NC-17","8.91","30.92","39.83","17"
282,"ENCOUNTERS CURTAIN",5,"NC-17","10.89","28.92","39.81","19"
176,"CONGENIALITY QUEST",6,"PG-13","13.86","25.92","39.78","22"
646,"OUTBREAK DIVINE",6,"NC-17","13.86","25.91","39.77","23"
309,"FEUD FROGMEN",6,"R","18.81","20.94","39.75","25"
850,"STORY SIDE",7,"R","20.79","18.93","39.72","28"
875,"TALENTED HOMICIDE",6,"PG","22.77","16.94","39.71","29"
472,"ITALIAN AFRICAN",3,"G","9.98","28.96","38.94","6"
82,"BLOOD ARGONAUTS",3,"G","2.97","35.93","38.90","10"
952,"WAGON JAWS",7,"PG","14.95","23.95","38.90","10"
257,"DRUMLINE CYCLONE",3,"G","1.98","36.91","38.89","11"
576,"MIGHTY LUCK",7,"PG","29.90","8.98","38.88","12"
928,"UPTOWN YOUNG",5,"PG","32.89","5.99","38.88","12"
457,"INDEPENDENCE HOTEL",5,"NC-17","12.87","25.94","38.81","19"
677,"PIANIST OUTFIELD",6,"NC-17","18.85","19.93","38.78","21"
976,"WIND PHANTOM",6,"R","14.85","23.92","38.77","23"
119,"CAPER MOTIONS",6,"G","16.83","21.93","38.76","24"
200,"CURTAIN VIDEOTAPE",7,"PG-13","17.82","20.92","38.74","27"
595,"MOON BUNCH",7,"PG","21.78","16.93","38.71","29"
372,"GRACELAND DYNAMITE",5,"R","14.97","22.97","37.94","6"
364,"GODFATHER DIARY",3,"NC-17","11.96","25.96","37.92","8"
939,"VERTIGO NORTHWEST",4,"R","11.96","25.96","37.92","8"
815,"SNATCHERS MONTEZUMA",4,"PG-13","14.95","22.96","37.91","9"
29,"ANTITRUST TOMATOES",5,"NC-17","17.94","19.96","37.90","10"
413,"HEDWIG ALTER",7,"NC-17","32.89","4.99","37.88","12"
3,"ADAPTATION HOLES",7,"NC-17","32.89","4.99","37.88","12"
467,"INTRIGUE WORST",6,"G","11.88","25.92","37.80","20"
790,"SHOOTIST SUPERFLY",6,"PG-13","16.83","20.93","37.76","24"
387,"GUN BONNIE",7,"G","16.83","20.92","37.75","25"
970,"WESTWARD SEABISCUIT",7,"NC-17","17.82","19.92","37.74","26"
248,"DOZEN LION",6,"NC-17","24.95","11.98","36.93","7"
182,"CONTROL ANTHEM",7,"G","29.94","6.99","36.93","7"
604,"MULAN MOON",4,"G","5.94","30.93","36.87","13"
461,"INSECTS STONE",3,"NC-17","15.86","20.95","36.81","18"
140,"CHEAPER CLYDE",6,"G","10.89","25.91","36.80","20"
949,"VOLCANO TEXAS",6,"NC-17","13.86","22.92","36.78","22"
1,"ACADEMY DINOSAUR",6,"PG","18.84","17.93","36.77","23"
697,"PRIMARY GLASS",7,"G","20.79","15.94","36.73","27"
340,"FRONTIER CABIN",6,"PG-13","14.97","20.97","35.94","6"
769,"SCHOOL JACKET",5,"PG-13","14.97","20.97","35.94","6"
102,"BUBBLE GROSSE",4,"R","19.96","15.98","35.94","6"
926,"UNTOUCHABLES SUNRISE",5,"NC-17","8.97","26.95","35.92","8"
368,"GONE TROUBLE",7,"R","20.93","14.97","35.90","10"
393,"HALLOWEEN NUTS",6,"PG-13","17.94","17.96","35.90","10"
241,"DONNIE ALLEY",4,"NC-17","6.93","28.93","35.86","14"
535,"LOVE SUICIDES",6,"R","12.87","22.93","35.80","20"
11,"ALAMO VIDEOTAPE",6,"G","15.84","19.92","35.76","24"
238,"DOCTOR GRAIL",4,"G","8.97","25.96","34.93","7"
726,"RESERVOIR ADAPTATION",7,"PG-13","17.94","16.96","34.90","10"
549,"MAGNOLIA FORRESTER",4,"PG-13","3.96","30.93","34.89","11"
819,"SONG HEDWIG",3,"PG-13","2.97","31.92","34.89","11"
585,"MOB DUFFEL",4,"G","2.97","31.91","34.88","12"
732,"RINGS HEARTBREAKERS",5,"G","4.95","29.90","34.85","15"
963,"WATCH TRACY",5,"PG","8.91","25.93","34.84","16"
862,"SUMMER SCARFACE",5,"G","7.92","26.92","34.84","16"
877,"TAXI KICK",4,"PG-13","10.89","23.94","34.83","17"
524,"LION UNCUT",6,"PG","9.90","24.92","34.82","18"
79,"BLADE POLISH",5,"PG-13","12.87","21.92","34.79","22"
270,"EARTH VISION",7,"NC-17","15.84","18.93","34.77","23"
122,"CARRIE BUNCH",7,"PG","14.85","19.92","34.77","23"
310,"FEVER EMPIRE",5,"R","9.98","23.97","33.95","5"
237,"DIVORCE SHINING",3,"G","8.97","24.96","33.93","7"
550,"MAGUIRE APACHE",6,"NC-17","14.95","18.96","33.91","9"
761,"SANTA PARIS",7,"PG","29.90","3.99","33.89","11"
832,"SPLASH GUMP",5,"PG","6.93","26.93","33.86","14"
907,"TRANSLATION SUMMER",4,"PG-13","7.92","25.93","33.85","15"
747,"ROXANNE REBEL",5,"R","10.89","22.92","33.81","19"
948,"VOICE PEACH",6,"PG-13","12.87","20.94","33.81","19"
19,"AMADEUS HOLY",6,"PG","13.86","19.93","33.79","21"
132,"CHAINSAW UPTOWN",6,"PG","14.85","18.94","33.79","21"
883,"TEQUILA PAST",6,"PG","19.96","12.98","32.94","6"
106,"BULWORTH COMMANDMENTS",4,"G","8.97","23.96","32.93","7"
553,"MAKER GABLES",4,"PG-13","3.96","28.94","32.90","10"
617,"NATURAL STOCK",4,"PG-13","5.94","26.93","32.87","13"
840,"STAMPEDE DISTURBING",5,"R","7.92","24.94","32.86","14"
600,"MOTIONS DETAILS",5,"PG","7.92","24.93","32.85","16"
85,"BONNIE HOLOCAUST",4,"G","10.89","21.95","32.84","16"
717,"REAR TRADING",6,"NC-17","8.91","23.92","32.83","17"
299,"FACTORY DRAGON",4,"PG-13","10.89","21.94","32.83","17"
560,"MARS ROMAN",6,"NC-17","12.87","19.94","32.81","19"
416,"HIGHBALL POTTER",6,"R","16.83","15.96","32.79","21"
